,Unnamed: 0,Ambient Temperatue,BearingShaftTemperature,Blade1PitchAngle,Blade2PitchAngle,Blade3PitchAngle,ControlBoxTemperature,GearboxBearingTemperature,GearboxOilTemperature,GeneratorRPM,GeneratorWinding1Temperature,GeneratorWinding2Temperature,HubTemperature,MainBoxTemperature,NacellePosition,RotorRPM,WindDirection,WindSpeed,ActivePower
89666,2019-09-14 16:20:00+00:00,29.38300233,44.19021975,-0.96209356,-0.558687316,-0.558687316,0.0,66.49287075,59.57432922,1086.4955109999999,68.70910544,67.85961667,39.00306438,40.89933113,332.0,9.729501556,332.0,5.891438683,375.4361228
204,2019-11-12 07:50:00+00:00,29.82220263,41.15605657,-0.643300106,-0.068657234,-0.068657234,0.0,67.579595,59.559744499999994,1127.5033,63.79753938,63.00522538,35.00414429,40.92064414,172.0,10.08813,172.0,5.3301331439999995,388.83605780000005
73284,2019-05-23 22:00:00+00:00,30.3740971,50.1275495,-1.065916603,-0.5744196999999999,-0.5744196999999999,0.0,74.75318359999999,62.73920989999999,1566.3280300000001,87.198709,86.7439955,42.874748499999995,41.625,351.0,14.0587867,351.0,7.608669555,1178.161747
91466,2019-09-27 04:20:00+00:00,28.831462899999995,36.733317,67.69228923,67.69227762,67.69227762,0.0,49.004368799999995,46.47887720000001,4.46967015,39.564663,38.8795658,35.0304078,38.737500700000005,306.6666667,0.0,306.6666667,2.524029915,-7.270462085
97000,2019-11-04 14:40:00+00:00,29.52860525,39.14909071,1.6292241680000001,2.112209289,2.112209289,0.0,55.81056314,51.2171035,1029.999275,55.24468125,54.35533413,38.996185,38.1977405,169.0,9.230532625,169.0,3.919031395,70.94833158
87691,2019-08-31 23:10:00+00:00,24.24551078,44.08444075,-1.0506823859999999,-0.60260925,-0.60260925,0.0,63.35939038,57.17188467,1134.038678,64.66310322,63.89109189,36.89901288,35.242470000000004,0.6,10.17934278,0.6,5.865260988999999,440.44334389999995
87261,2019-08-28 23:30:00+00:00,26.64073667,40.95940411,-1.0329319,-0.5515749,-0.5515749,0.0,61.52463489,60.39882444,1361.921167,77.27353222,76.65657111,32.88883833,33.13194444,354.0,12.20092339,354.0,6.917188706,791.1886161
76929,2019-06-18 05:30:00+00:00,32.2777958,48.6860983,0.378838777,0.994689643,0.994689643,0.0,76.080376,64.0898961,1653.3858,90.8457402,90.4745295,39.6679612,44.225,4.5,14.8546547,4.5,8.15283459,1465.860645
78121,2019-06-26 12:10:00+00:00,33.29190560000001,52.2990578,2.565699037,3.2274122210000002,3.2274122210000002,0.0,79.32901600000001,67.546302,1708.3848100000002,106.30278200000001,105.83117639999999,43.996185,47.017482,342.6666667,15.30837135,342.6666667,8.669659575,1578.4279999999999
92511,2019-10-04 10:30:00+00:00,31.9467093,39.95087005,1.188466895,1.57072447,1.57072447,0.0,57.824271200000005,53.23006635,1030.218225,53.46152125,52.791027,37.99602083,42.19347611,26.5,9.240085,26.5,3.555254423,88.8044525
